Starters,Team,Game,Win,FG,FGA,FGP,3P,3PA,3PP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dakota Mathias,PHI,9,L,1,3,0.333,0,2,0,1,1,1,0,1,1,1,0,0,0,0,3
Isaiah Joe,PHI,9,L,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
Vincent Poirier,PHI,9,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Bradley,PHI,9,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Reed,PHI,9,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,9,L,41,87,0.471,9,26,0.346,18,20,0.9,4,43,47,23,6,6,20,25,109
Caris LeVert,BKN,9,W,9,25,0.36,0,5,0,4,10,0.4,0,7,7,10,2,0,1,0,22
Jeff Green,BKN,9,W,4,7,0.571,2,5,0.4,4,4,1,0,1,1,1,1,1,0,2,14
Jarrett Allen,BKN,9,W,5,6,0.833,0,0,0,5,6,0.833,3,8,11,3,0,1,3,3,15
Taurean Prince,BKN,9,W,4,8,0.5,2,4,0.5,3,3,1,0,1,1,1,2,1,1,1,13
Bruce Brown,BKN,9,W,2,4,0.5,1,2,0.5,0,1,0,0,1,1,0,1,0,2,2,5
Joe Harris,BKN,9,W,11,19,0.579,6,9,0.667,0,2,0,2,4,6,4,1,0,1,2,28
Timothe Luwawu-Cabarrot,BKN,9,W,3,8,0.375,2,7,0.286,1,1,1,1,3,4,1,3,1,0,2,9
Landry Shamet,BKN,9,W,2,7,0.286,2,4,0.5,0,0,0,1,2,3,0,0,0,0,2,6
DeAndre Jordan,BKN,9,W,1,4,0.25,0,0,0,0,0,0,2,9,11,4,0,2,2,3,2
Chris Chiozza,BKN,9,W,3,9,0.333,0,1,0,2,2,1,2,1,3,6,1,1,2,0,8
Rodions Kurucs,BKN,9,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Johnson,BKN,9,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,BKN,9,W,44,97,0.454,15,37,0.405,19,29,0.655,11,37,48,30,11,7,12,17,122
Isaiah Joe,PHI,10,L,4,18,0.222,3,11,0.273,2,2,1,2,2,4,2,1,0,1,1,13
Tyrese Maxey,PHI,10,L,18,33,0.545,3,8,0.375,0,0,0,1,6,7,6,2,0,2,3,39
Dakota Mathias,PHI,10,L,5,13,0.385,2,5,0.4,0,1,0,1,0,1,5,1,1,1,3,12
Danny Green,PHI,10,L,4,17,0.235,2,7,0.286,1,3,0.333,1,2,3,5,2,1,3,4,11
Dwight Howard,PHI,10,L,4,6,0.667,1,2,0.5,2,2,1,4,7,11,2,0,0,4,5,11
Paul Reed,PHI,10,L,3,9,0.333,0,1,0,0,0,0,6,1,7,2,1,1,4,1,6
Tony Bradley,PHI,10,L,5,7,0.714,0,1,0,1,2,0.5,5,10,15,1,1,1,1,2,11
Shake Milton,PHI,10,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Furkan Korkmaz,PHI,10,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matisse Thybulle,PHI,10,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Scott,PHI,10,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Poirier,PHI,10,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,10,L,43,103,0.417,11,35,0.314,6,10,0.6,20,28,48,23,8,4,16,19,103
Nikola Jokic,DEN,10,W,6,8,0.75,0,0,0,3,3,1,1,8,9,12,0,0,4,2,15
Jamal Murray,DEN,10,W,6,11,0.545,2,3,0.667,0,0,0,0,1,1,4,1,0,2,2,14
Gary Harris,DEN,10,W,7,11,0.636,5,8,0.625,2,4,0.5,1,2,3,1,1,0,1,1,21
Will Barton,DEN,10,W,6,10,0.6,0,1,0,2,2,1,2,1,3,3,3,1,3,0,14
Paul Millsap,DEN,10,W,3,8,0.375,1,3,0.333,2,2,1,1,4,5,0,2,1,1,0,9
Monte Morris,DEN,10,W,5,10,0.5,0,2,0,2,2,1,0,2,2,4,1,1,0,1,12
JaMychal Green,DEN,10,W,4,11,0.364,2,6,0.333,2,2,1,2,4,6,1,0,0,2,1,12
PJ Dozier,DEN,10,W,2,5,0.4,1,2,0.5,0,0,0,3,5,8,1,0,1,1,3,5
Facundo Campazzo,DEN,10,W,1,4,0.25,1,4,0.25,0,0,0,0,2,2,2,0,0,1,1,3
Isaiah Hartenstein,DEN,10,W,3,5,0.6,0,0,0,0,0,0,4,1,5,0,2,2,2,1,6
R.J. Hampton,DEN,10,W,1,2,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Zeke Nnaji,DEN,10,W,1,3,0.333,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2
Vlatko Cancar,DEN,10,W,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Markus Howard,DEN,10,W,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bol Bol,DEN,10,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,DEN,10,W,45,90,0.5,12,33,0.364,13,15,0.867,15,30,45,28,11,7,17,12,115
Dakota Mathias,PHI,11,L,6,15,0.4,2,8,0.25,0,0,0,0,2,2,4,0,2,0,2,14
Tyrese Maxey,PHI,11,L,7,14,0.5,0,1,0,1,1,1,0,6,6,4,0,2,2,1,15
Danny Green,PHI,11,L,0,9,0,0,7,0,2,2,1,1,2,3,3,0,0,2,2,2
Joel Embiid,PHI,11,L,8,17,0.471,1,4,0.25,7,8,0.875,2,9,11,1,0,1,3,2,24
Mike Scott,PHI,11,L,1,7,0.143,0,5,0,0,0,0,0,4,4,0,0,1,0,2,2
Dwight Howard,PHI,11,L,3,8,0.375,1,3,0.333,0,0,0,1,10,11,2,0,1,1,2,7
Isaiah Joe,PHI,11,L,6,9,0.667,4,7,0.571,2,2,1,0,2,2,4,2,0,1,5,18
Paul Reed,PHI,11,L,3,7,0.429,0,1,0,0,0,0,1,2,3,1,0,3,0,1,6
Tony Bradley,PHI,11,L,3,6,0.5,0,0,0,0,0,0,4,4,8,1,0,2,0,0,6
Furkan Korkmaz,PHI,11,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shake Milton,PHI,11,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matisse Thybulle,PHI,11,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,11,L,37,92,0.402,8,36,0.222,12,13,0.923,9,41,50,20,2,12,9,17,94
Clint Capela,ATL,11,W,4,12,0.333,0,0,0,4,6,0.667,3,8,11,1,1,1,3,1,12
Trae Young,ATL,11,W,9,19,0.474,3,7,0.429,5,6,0.833,0,3,3,8,1,0,0,1,26
John Collins,ATL,11,W,4,7,0.571,4,7,0.571,0,0,0,1,6,7,1,0,0,1,0,12
Cam Reddish,ATL,11,W,3,8,0.375,1,4,0.25,3,3,1,1,4,5,0,1,0,0,0,10
De'Andre Hunter,ATL,11,W,4,8,0.5,1,2,0.5,6,7,0.857,2,5,7,1,1,0,1,2,15
Kevin Huerter,ATL,11,W,3,9,0.333,1,4,0.25,1,1,1,2,3,5,1,1,0,1,1,8
Brandon Goodwin,ATL,11,W,5,12,0.417,3,7,0.429,2,2,1,0,4,4,4,1,0,0,1,15
Solomon Hill,ATL,11,W,3,8,0.375,3,7,0.429,0,0,0,2,6,8,0,1,0,0,2,9
Bruno Fernando,ATL,11,W,1,4,0.25,0,1,0,0,2,0,1,4,5,2,0,0,2,3,2
Nathan Knight,ATL,11,W,1,7,0.143,1,3,0.333,0,0,0,2,1,3,1,0,2,0,0,3
Tony Snell,ATL,11,W,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Skylar Mays,ATL,11,W,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Team Totals,ATL,11,W,37,99,0.374,17,44,0.386,21,27,0.778,14,44,58,20,7,3,8,13,112
Danny Green,PHI,12,W,10,25,0.4,9,21,0.429,0,0,0,6,4,10,6,2,2,6,0,29
Mike Scott,PHI,12,W,6,16,0.375,4,12,0.333,0,0,0,1,2,3,1,0,0,0,1,16
Joel Embiid,PHI,12,W,16,23,0.696,0,3,0,13,13,1,2,14,16,4,5,1,4,2,45
Tyrese Maxey,PHI,12,W,7,18,0.389,1,6,0.167,1,3,0.333,1,2,3,8,1,0,1,6,16
Ben Simmons,PHI,12,W,2,2,1,0,0,0,1,2,0.5,1,5,6,12,2,0,6,6,5
Isaiah Joe,PHI,12,W,4,10,0.4,4,10,0.4,1,1,1,1,4,5,1,0,2,0,3,13
Dwight Howard,PHI,12,W,4,4,1,0,0,0,2,4,0.5,4,4,8,0,0,1,0,2,10
Dakota Mathias,PHI,12,W,1,4,0.25,1,3,0.333,0,2,0,0,1,1,0,0,0,0,1,3
Paul Reed,PHI,12,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Furkan Korkmaz,PHI,12,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrance Ferguson,PHI,12,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Bradley,PHI,12,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,12,W,50,102,0.49,19,55,0.345,18,25,0.72,16,36,52,32,10,6,17,21,137
Duncan Robinson,MIA,12,L,8,18,0.444,6,14,0.429,4,5,0.8,0,2,2,1,1,1,2,2,26
Kelly Olyny,MIA,12,L,6,12,0.5,3,9,0.333,0,0,0,1,7,8,4,2,1,3,4,15
Tyler Herro,MIA,12,L,12,26,0.462,3,9,0.333,7,8,0.875,0,7,7,4,0,1,6,0,34
Gabe Vincent,MIA,12,L,9,20,0.45,4,12,0.333,2,3,0.667,0,2,2,3,2,0,2,3,24
Precious Achiuwa,MIA,12,L,7,10,0.7,0,0,0,3,4,0.75,6,7,13,3,0,1,3,4,17
Max Strus,MIA,12,L,3,7,0.429,2,6,0.333,0,0,0,0,1,1,1,0,0,0,1,8
Andre Iguodala,MIA,12,L,3,10,0.3,1,6,0.167,0,0,0,2,3,5,7,1,0,1,1,7
Chris Silva,MIA,12,L,0,1,0,0,0,0,3,4,0.75,5,3,8,4,0,0,1,6,3
Avery Bradley,MIA,12,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Butler,MIA,12,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meyers Leonard,MIA,12,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bam Adebayo,MIA,12,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,MIA,12,L,48,104,0.462,19,56,0.339,19,24,0.792,14,32,46,27,6,4,18,21,134
Ben Simmons,PHI,13,W,4,8,0.5,0,1,0,2,2,1,2,8,10,12,3,0,5,4,10
Tobias Harris,PHI,13,W,7,13,0.538,2,4,0.5,2,2,1,0,4,4,2,1,0,0,2,18
Tyrese Maxey,PHI,13,W,6,10,0.6,1,3,0.333,2,2,1,1,0,1,1,1,0,2,2,15
Danny Green,PHI,13,W,4,8,0.5,4,7,0.571,0,0,0,1,5,6,3,1,0,1,1,12
Joel Embiid,PHI,13,W,3,8,0.375,1,2,0.5,2,4,0.5,0,5,5,1,1,0,3,1,9
Shake Milton,PHI,13,W,11,15,0.733,3,4,0.75,6,6,1,0,2,2,7,2,1,1,2,31
Dwight Howard,PHI,13,W,2,2,1,0,0,0,4,4,1,1,3,4,0,1,0,2,4,8
Isaiah Joe,PHI,13,W,4,8,0.5,4,8,0.5,0,0,0,0,0,0,0,0,1,0,1,12
Matisse Thybulle,PHI,13,W,2,7,0.286,2,6,0.333,2,4,0.5,0,1,1,0,4,1,2,3,8
Mike Scott,PHI,13,W,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0
Dakota Mathias,PHI,13,W,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Terrance Ferguson,PHI,13,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Paul Reed,PHI,13,W,1,2,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
Tony Bradley,PHI,13,W,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Team Totals,PHI,13,W,44,82,0.537,17,37,0.459,20,24,0.833,5,30,35,27,15,3,18,22,125
Kelly Olyny,MIA,13,L,5,13,0.385,1,7,0.143,1,2,0.5,2,4,6,4,1,0,2,2,12
Gabe Vincent,MIA,13,L,6,17,0.353,4,11,0.364,5,6,0.833,0,2,2,8,0,0,5,3,21
Duncan Robinson,MIA,13,L,9,14,0.643,4,8,0.5,0,0,0,0,2,2,1,0,0,3,3,22
Tyler Herro,MIA,13,L,7,16,0.438,1,2,0.5,2,3,0.667,0,6,6,3,1,0,3,1,17
Precious Achiuwa,MIA,13,L,4,6,0.667,0,0,0,2,6,0.333,5,6,11,2,0,0,2,1,10
Max Strus,MIA,13,L,4,8,0.5,2,6,0.333,1,3,0.333,1,6,7,1,1,0,0,3,11
Andre Iguodala,MIA,13,L,1,1,1,0,0,0,0,0,0,0,3,3,8,0,0,2,1,2
Chris Silva,MIA,13,L,4,6,0.667,0,0,0,5,6,0.833,1,3,4,1,1,1,3,5,13
Jimmy Butler,MIA,13,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avery Bradley,MIA,13,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bam Adebayo,MIA,13,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meyers Leonard,MIA,13,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,MIA,13,L,40,81,0.494,12,34,0.353,16,26,0.615,9,32,41,28,4,1,20,19,108
Ben Simmons,PHI,14,L,3,9,0.333,0,2,0,5,7,0.714,4,12,16,9,0,1,7,3,11
Danny Green,PHI,14,L,3,7,0.429,1,4,0.25,1,1,1,0,3,3,3,0,3,1,2,8
Dwight Howard,PHI,14,L,3,8,0.375,0,1,0,2,8,0.25,5,13,18,3,0,3,3,3,8
Tobias Harris,PHI,14,L,7,17,0.412,0,2,0,7,7,1,2,1,3,2,1,2,5,0,21
Tyrese Maxey,PHI,14,L,5,13,0.385,0,4,0,2,2,1,2,1,3,0,0,0,0,1,12
Shake Milton,PHI,14,L,10,18,0.556,2,5,0.4,6,7,0.857,1,2,3,4,2,0,5,2,28
Matisse Thybulle,PHI,14,L,3,5,0.6,2,4,0.5,0,0,0,0,5,5,1,1,2,0,2,8
